MODEL	MAINEFFS	SIZE	LOG-LIKELIHOOD
2947	-1;1061;3605;3822;4155;4564;5501;6451	8	0
2948	-1;1061;1980;3605;3822;4564;5501;6451	8	0
2949	-1;1061;3605;3822;4564;5501;5616;6451	8	0
2950	-1;1061;1312;3822;4564;5501;5616;6451	8	0
2951	-1;1061;1312;1342;4564;5501;5616;6451	8	0
2952	-1;1061;1342;2826;4564;5501;5616;6451	8	0
2953	-1;1061;1342;2745;2826;4564;5501;5616	8	0
2954	-1;1061;1342;2745;2826;4564;5501;5616;6707	9	0
2955	-1;326;1061;1342;2745;4564;5501;5616;6707	9	0
2956	-1;326;1061;1342;4564;5501;5616;5929;6707	9	0
2957	-1;326;1061;1342;3087;4564;5501;5616;6707	9	0
2958	-1;326;1061;1342;3087;4522;4564;5501;6707	9	0
2959	-1;326;433;1061;1342;3087;4522;4564;5501;6707	10	0
2960	-1;326;433;1061;1342;1568;3087;4522;4564;6707	10	0
2961	-1;326;433;728;1061;1342;1568;3087;4522;4564;6707	11	0
2962	-1;326;433;728;1061;1342;1568;4522;4564;6707	10	0
2963	-1;326;433;1061;1342;1568;4111;4522;4564;6707	10	0
2964	-1;326;433;1061;1342;1568;4111;4435;4522;4564;6707	11	0
2965	-1;326;433;1061;1342;1568;4111;4435;4522;4564;6524;6707	12	0
2966	-1;326;433;1061;1568;4111;4435;4522;4564;6524;6707;7309	12	0
2967	-1;326;433;1061;4111;4435;4522;4564;5118;6524;6707;7309	12	0
2968	-1;326;433;1061;3248;4435;4522;4564;5118;6524;6707;7309	12	0
2969	-1;326;1061;3248;4435;4522;4564;5118;6524;6707;7309	11	0
2970	-1;326;1061;3248;4435;4522;4564;5118;6524;6707;7139;7309	12	0
2971	-1;326;1061;4435;4522;4564;5118;6524;6707;7139;7309	11	0
2972	-1;326;867;1061;4435;4522;4564;6524;6707;7139;7309	11	0
2973	-1;326;867;4435;4522;4564;6524;6707;7139;7206;7309	11	0
2974	-1;326;867;1098;4435;4522;4564;6707;7139;7206;7309	11	0
2975	-1;326;867;4435;4522;4564;6707;7139;7206;7309	10	0
2976	-1;326;867;4435;4522;4564;6707;7139;7206;7309	10	0
2977	-1;326;867;1682;4435;4522;4564;7139;7206;7309	10	0
2978	-1;326;867;1682;3050;4435;4522;4564;7139;7206;7309	11	0
2979	-1;326;867;1682;3050;4435;4522;4564;7139;7206	10	0
2980	-1;326;867;1682;3050;3075;4435;4522;7139;7206	10	0
2981	-1;326;867;1682;3075;4435;4522;7139;7206	9	0
2982	-1;326;867;1682;3075;4435;7139;7206	8	0
2983	-1;326;867;1682;3075;4435;7206	7	0
2984	-1;326;867;1682;2226;3075;4435	7	0
2985	-1;867;1682;2226;3075;4435;5521	7	0
2986	-1;778;867;1682;2226;3075;4435;5521	8	0
2987	-1;778;867;1682;2226;3075;4435;5521;6884	9	0
2988	-1;778;867;1682;2226;3075;4317;4435;5521;6884	10	0
2989	-1;867;1682;2226;3075;4317;4435;5138;5521;6884	10	0
2990	-1;867;1682;2226;3075;4317;4435;5138;6884	9	0
2991	-1;867;1682;2226;2984;3075;4317;5138;6884	9	0
2992	-1;294;867;1682;2226;2984;3075;4317;5138;6884	10	0
2993	-1;294;1682;2226;2984;3075;4317;4661;5138;6884	10	0
2994	-1;1682;2226;2984;3075;3961;4317;4661;5138;6884	10	0
2995	-1;1682;2226;2984;3075;3961;4317;4661;5138;6884;3961 6884	11	0
2996	-1;1682;2226;2984;3961;4317;4661;5138;6884;6938;3961 6884	11	0
2997	-1;1682;2226;2981;2984;3961;4317;4661;5138;6884;3961 6884	11	0
2998	-1;2226;2981;2984;3961;4317;4661;5138;5265;6884;3961 6884	11	0
2999	-1;2981;2984;3961;4317;4661;5138;5265;6448;6884;3961 6884	11	0
3000	-1;2981;2984;3961;4317;5138;5265;6448;6884;3961 6884	10	0
3001	-1;2981;3961;4317;5138;5265;6448;6884;3961 6884	9	0
3002	-1;2981;3457;3961;4317;5138;5265;6884;3961 6884	9	0
3003	-1;2981;3142;3457;3961;4317;5138;5265;6884;3961 6884	10	0
3004	-1;2981;3142;3457;3961;4317;4852;5138;5265;6884;3961 6884;4317 4852	12	0
3005	-1;2981;3142;3457;3961;4317;4852;5138;5265;5903;6884;3961 6884;4317 4852	13	0
3006	-1;2366;2981;3142;3457;3961;4317;4852;5138;5265;5903;6884;3961 6884;4317 4852	14	0
3007	-1;544;2366;2981;3142;3457;3961;4317;4852;5138;5265;5903;6884;3961 6884	14	0
3008	-1;544;1274;2366;2981;3142;3457;3961;4317;5138;5265;5903;6884;3961 6884	14	0
3009	-1;544;1274;2366;2981;3142;3457;3961;4317;5138;5265;5903;6445;6884;3961 6884	15	0
3010	-1;544;1274;1742;2366;3142;3457;3961;4317;5138;5265;5903;6445;6884;3961 6884	15	0
3011	-1;544;1274;1742;3142;3457;3961;4317;5138;5265;5903;6445;6778;6884;3961 6884	15	0
3012	-1;544;1274;1742;2438;3457;3961;4317;5138;5265;5903;6445;6778;6884;3961 6884	15	0
3013	-1;544;1274;1307;1742;2438;3457;3961;4317;5138;5265;5903;6778;6884;3961 6884	15	0
3014	-1;544;1274;1307;1742;2438;3457;3961;4317;5138;5265;5554;5903;6778;6884;3961 6884	16	0
3015	-1;544;1274;1307;2438;3457;3961;4317;5138;5265;5554;5903;6778;6884;3961 6884	15	0
3016	-1;544;1274;1307;2438;2679;3457;3961;4317;5138;5265;5554;5903;6778;6884	15	0
3017	-1;544;1274;1307;2438;2679;3250;3457;3961;4317;5138;5554;5903;6778;6884	15	0
3018	-1;1274;1307;2438;2679;3250;3457;3961;4317;5138;5554;5903;6778;6884	14	0
3019	-1;903;1274;1307;2438;2679;3250;3457;4317;5138;5554;5903;6778;6884	14	0
3020	-1;903;1274;1307;1954;2438;3250;3457;4317;5138;5554;5903;6778;6884	14	0
3021	-1;903;1274;1307;1954;2438;3250;3457;4317;5138;5422;5554;5903;6778	14	0
3022	-1;903;1274;1307;1954;2438;3250;3391;3457;4317;5138;5422;5903;6778	14	0
3023	-1;903;1274;1307;1954;2438;3250;3391;3457;4317;5422;5903;6778	13	0
3024	-1;903;1274;1307;1954;2438;3250;3391;3457;4317;5422;5903;6778;903 6778	14	0
3025	-1;903;1274;1307;2438;3037;3250;3391;3457;4317;5422;5903;6778;903 6778	14	0
3026	-1;903;1274;1307;2438;3037;3391;3457;4317;5422;5903;6778;903 6778	13	0
3027	-1;903;1274;1307;2438;3037;3391;3457;4317;4892;5422;5903;6778	13	0
3028	-1;903;1274;1307;2438;3037;3391;3457;4065;4892;5422;5903;6778	13	0
3029	-1;903;1274;1307;2438;3037;3391;3457;4065;5422;5762;5903;6778	13	0
3030	-1;903;1274;1307;2438;3037;3391;3457;4065;5422;5762;6778	12	0
3031	-1;903;1307;2438;3037;3391;3457;4065;4813;5422;5762;6778	12	0
3032	-1;168;903;1307;2438;3037;3391;3457;4065;4813;5422;5762;6778	13	0
3033	-1;903;1307;2438;3037;3391;3457;4065;4813;5087;5422;5762;6778	13	0
3034	-1;903;2438;3037;3391;3457;4065;4776;4813;5087;5422;5762;6778	13	0
3035	-1;903;2066;2438;3037;3457;4065;4776;4813;5087;5422;5762;6778	13	0
3036	-1;903;2066;2438;3457;4065;4776;4813;5087;5422;5762;6778;7248	13	0
3037	-1;903;2066;2438;3457;3738;4065;4776;4813;5087;5422;5762;6778;7248	14	0
3038	-1;903;2066;2438;3457;3738;4065;4776;4813;5087;5422;5762;6396;6778;7248	15	0
3039	-1;903;2066;2438;3457;3589;3738;4065;4776;4813;5087;5422;5762;6396;7248	15	0
3040	-1;903;2066;2438;3457;3553;3589;3738;4065;4776;4813;5087;5422;5762;6396;7248	16	0
3041	-1;903;2066;2438;3553;3589;3738;4065;4432;4776;4813;5087;5422;5762;6396;7248	16	0
3042	-1;903;2066;2438;3553;3589;3738;4065;4776;4813;5087;5422;5762;6396;7248	15	0
3043	-1;903;2066;2438;3553;3589;4065;4776;4813;5087;5422;5762;6396;7248	14	0
3044	-1;903;2066;3553;3589;4065;4776;4813;5087;5422;5762;6216;6396;7248	14	0
3045	-1;903;2066;3553;3589;4776;4813;5087;5422;5762;6216;6396;7248	13	0
3046	-1;903;2066;3553;3589;4776;4813;5087;5422;5762;6396;7248	12	0
3047	-1;903;2066;3553;3589;4776;4813;5422;5762;6396;7248	11	0
3048	-1;903;2066;3553;4776;4813;5422;5762;6396;7248	10	0
3049	-1;903;2066;3553;4776;4813;5422;6396;6571;7248	10	0
3050	-1;903;2066;3553;4487;4776;4813;5422;6396;6571;7248	11	0
3051	-1;2066;3553;4487;4776;4813;5422;6396;6571;7248	10	0
3052	-1;179;2066;4487;4776;4813;5422;6396;6571;7248	10	0
3053	-1;179;1710;2066;4487;4776;4813;5422;6571;7248	10	0
3054	-1;179;1710;2066;4487;4776;5422;6571;7248	9	0
3055	-1;179;1710;2066;3065;4776;5422;6571;7248	9	0
3056	-1;179;1710;2066;3065;4389;4776;5422;6571;7248	10	0
3057	-1;179;807;1710;2066;3065;4389;4776;5422;6571;7248	11	0
3058	-1;179;308;807;1710;2066;3065;4389;4776;6571;7248	11	0
3059	-1;179;308;807;1710;1819;2066;3065;4389;6571;7248	11	0
3060	-1;179;308;807;1710;1819;2066;3065;4389;6571;7248	11	0
3061	-1;179;308;807;1710;1819;1889;2066;3065;4389;7248	11	0
3062	-1;179;308;807;1710;1819;2066;3065;4389;6314;7248	11	0
3063	-1;179;308;807;1657;1710;2066;3065;4389;6314;7248	11	0
3064	-1;179;308;807;1657;1710;3065;4389;5695;6314;7248	11	0
3065	-1;179;308;807;1710;3065;3495;4389;5695;6314;7248	11	0
3066	-1;179;308;807;2602;3065;3495;4389;5695;6314;7248	11	0
3067	-1;179;308;807;2602;3065;4389;5695;6314;7248	10	0
3068	-1;179;308;807;2602;3065;4389;5061;5695;6314;7248	11	0
3069	-1;308;807;2602;3065;4389;5061;5695;6314;7248	10	0
3070	-1;308;807;1703;2602;4389;5061;5695;6314;7248	10	0
3071	-1;308;807;1703;2602;4389;4960;5061;5695;6314;7248	11	0
3072	-1;308;807;1703;2117;2602;4389;4960;5061;6314;7248	11	0
3073	-1;308;807;1703;2117;2602;4389;5061;5951;6314;7248	11	0
3074	-1;15;308;807;1703;2117;2602;4389;5061;6314;7248	11	0
3075	-1;15;308;807;1703;2117;2602;4386;4389;6314;7248	11	0
3076	-1;15;308;807;1703;2117;2602;4386;4389;4776;6314	11	0
3077	-1;15;308;807;1703;2117;2602;4386;4776;6314	10	0
3078	-1;15;308;1703;2117;2602;4386;4776;5172;6314	10	0
3079	-1;15;308;1703;2117;2495;2602;4386;4776;5172;6314;2117 2495	12	0
3080	-1;15;308;1703;2117;2495;2602;4386;4776;6314;2117 2495	11	0
3081	-1;15;308;1703;2117;2495;2602;4232;4386;4776;6314;2117 2495	12	0
3082	-1;15;308;1703;2117;2495;2602;4232;4776;6314;2117 2495	11	0
3083	-1;15;308;1703;2117;2495;2602;4232;6314;2117 2495	10	0
3084	-1;308;1703;2117;2495;2602;4232;6314;6692;2117 2495	10	0
3085	-1;308;1703;2117;2495;4232;6314;6692;2117 2495	9	0
3086	-1;308;1703;2117;2495;4232;6692;2117 2495	8	0
3087	-1;1703;2117;2495;4232;6263;6692;2117 2495	8	0
3088	-1;1703;2117;2495;3318;4232;6263;6692;2117 2495	9	0
3089	-1;48;1703;2117;2495;3318;4232;6263;2117 2495	9	0
3090	-1;48;1703;2117;2495;3318;6263;2117 2495	8	0
3091	-1;48;339;1703;2117;2495;6263;2117 2495	8	0
3092	-1;48;339;1703;2117;2495;6263;2117 2495	8	0
3093	-1;48;339;1703;2117;2495;3028;2117 2495	8	0
3094	-1;48;339;1703;2117;2495;3028;2117 2495	8	0
3095	-1;48;339;1703;2117;2495;3028;4144;2117 2495	9	0
3096	-1;48;1703;2117;2495;3028;4144;2117 2495	8	0
3097	-1;48;1703;2117;2495;4144;5876;2117 2495	8	0
3098	-1;48;1703;2117;2495;2646;4144;5876;2117 2495	9	0
3099	-1;48;657;2117;2495;2646;4144;5876;2117 2495	9	0
3100	-1;48;657;2117;2495;2646;4144;5876;6735;2117 2495	10	0
3101	-1;48;657;1138;2117;2495;2646;4144;5876;6735;2117 2495	11	0
3102	-1;48;657;822;1138;2117;2495;2646;4144;5876;6735	11	0
3103	-1;48;657;822;1138;2117;2495;2646;4144;5876	10	0
3104	-1;48;657;822;1138;2117;2646;4144;5876;6601	10	0
3105	-1;657;822;1138;2117;2646;4144;5876;6601	9	0
3106	-1;657;822;1138;2117;4144;5876;6601	8	0
3107	-1;657;822;1138;4144;4205;5876;6601	8	0
3108	-1;822;1138;4144;4205;5876;6601;6844	8	0
3109	-1;822;1138;1731;4144;4205;5876;6601	8	0
3110	-1;822;1138;1731;3718;4144;4205;5876;6601	9	0
3111	-1;822;1138;1731;3718;4144;4205;5580;5876;6601	10	0
3112	-1;822;1138;1731;2306;3718;4205;5580;5876;6601	10	0
3113	-1;822;1138;1731;2306;3718;4205;5580;5876;6601	10	0
3114	-1;822;1138;1731;2306;3718;4205;5876;6241;6601	10	0
3115	-1;822;1138;2306;3718;4205;5876;6241;6245;6601	10	0
3116	-1;822;1138;2306;3718;4205;5876;6241;6245;6601	10	0
3117	-1;822;1138;2306;3718;3739;4205;5876;6245;6601	10	0
3118	-1;822;1138;2306;3718;3739;4205;5876;6245;6601;6922	11	0
3119	-1;1138;2306;3718;3739;4205;5876;6245;6601;6922;7296	11	0
3120	-1;1138;2306;3718;3739;4205;5876;6601;6922;7296	10	0
3121	-1;1138;2306;3718;3739;4205;5092;5876;6601;6922;7296	11	0
3122	-1;1138;1242;2306;3718;3739;4205;5092;5876;6922;7296	11	0
3123	-1;1138;1242;2306;3718;3739;5092;5876;6922;7198;7296	11	0
3124	-1;1138;1242;3575;3718;3739;5092;5876;6922;7198;7296	11	0
3125	-1;1138;1703;3575;3718;3739;5092;5876;6922;7198;7296	11	0
3126	-1;1138;1703;3575;3718;3739;5092;5876;6922;7198	10	0
3127	-1;1138;1703;3575;3718;3739;5092;6922;7198	9	0
3128	-1;1138;1703;3575;3718;3739;5092;6922	8	0
3129	-1;1138;1703;3575;3718;3739;6922	7	0
3130	-1;1138;1703;3575;3739;5938;6922	7	0
3131	-1;1138;1703;3575;3739;5938;5975;6922	8	0
3132	-1;1138;1703;3575;5938;5975;6922	7	0
3133	-1;1703;2514;3575;5938;5975;6922	7	0
3134	-1;1703;2514;3575;3905;5938;5975	7	0
3135	-1;1703;2514;2633;3575;5938;5975	7	0
3136	-1;645;1703;2514;2633;5938;5975	7	0
3137	-1;645;2514;2633;5938;5975;6375	7	0
3138	-1;182;645;2514;2633;5938;6375	7	0
3139	-1;182;645;2122;2514;2633;5938;6375	8	0
3140	-1;45;182;645;2122;2633;5938;6375	8	0
3141	-1;45;182;645;2122;2633;4262;5938;6375	9	0
3142	-1;182;645;2122;2633;4262;5938;6258;6375	9	0
3143	-1;182;645;2122;2633;4262;4742;5938;6258;6375	10	0
3144	-1;182;645;2122;2633;4262;4742;6258;6375	9	0
3145	-1;182;645;2122;2633;4262;4742;5325;6258;6375	10	0
3146	-1;182;2122;2633;2704;4262;4742;5325;6258;6375	10	0
3147	-1;182;2122;2633;2704;4262;5325;6258;6375	9	0
3148	-1;182;2122;2433;2633;2704;4262;5325;6258	9	0
3149	-1;182;2122;2633;2704;4262;5325;6258;6943	9	0
3150	-1;182;2122;2633;2704;4262;5325;6943	8	0
3151	-1;182;2633;2704;4262;4686;5325;6943	8	0
3152	-1;182;2633;2704;4262;4686;5325	7	0
3153	-1;182;1216;2633;2704;4262;4686;5325	8	0
3154	-1;182;2633;2704;2951;4262;4686;5325	8	0
3155	-1;2633;2704;2951;4262;4366;4686;5325	8	0
3156	-1;2633;2704;4262;4366;4686;5325;5596	8	0
3157	-1;2633;3622;4262;4366;4686;5325;5596	8	0
3158	-1;2633;3622;4201;4262;4366;4686;5325;5596;2633 4201	10	0
3159	-1;2633;3622;4201;4262;4366;4686;5596;5837;2633 4201	10	0
3160	-1;2633;4201;4262;4366;4686;4781;5596;5837;2633 4201	10	0
3161	-1;2633;4201;4262;4366;4686;4742;4781;5596;5837	10	0
3162	-1;2633;4201;4262;4366;4686;4742;4781;5596;5837;6852	11	0
3163	-1;2633;2775;4201;4262;4366;4686;4742;4781;5596;5837;6852	12	0
3164	-1;2633;4201;4262;4366;4686;4742;4781;5596;5837;6852;7266	12	0
3165	-1;2633;4262;4366;4440;4686;4742;4781;5596;5837;6852;7266	12	0
3166	-1;2633;3682;4262;4366;4440;4686;4742;4781;5596;5837;7266	12	0
3167	-1;3682;4262;4366;4440;4686;4742;4781;5596;5837;7266	11	0
3168	-1;4262;4366;4440;4686;4742;4781;5596;5837;7266	10	0
3169	-1;4262;4366;4440;4686;4742;4781;5837;6771;7266	10	0
3170	-1;4262;4366;4440;4686;4742;4781;4936;5837;7266	10	0
3171	-1;4366;4440;4686;4742;4781;4936;5837;7266	9	0
3172	-1;2385;4366;4440;4686;4742;4781;4936;5837;7266;2385 4781	11	0
3173	-1;693;2385;4366;4440;4686;4742;4781;4936;5837;7266;2385 4781	12	0
3174	-1;693;2385;4366;4440;4686;4742;4781;4936;4939;7266;2385 4781	12	0
3175	-1;2385;2622;4366;4440;4686;4742;4781;4936;4939;7266;2385 4781	12	0
3176	-1;247;2385;4366;4440;4686;4742;4781;4936;4939;7266;2385 4781	12	0
3177	-1;247;1471;2385;4366;4440;4686;4742;4781;4936;7266;2385 4781	12	0
3178	-1;247;1471;2385;2756;4440;4686;4742;4781;4936;7266;2385 4781	12	0
3179	-1;247;1332;1471;2385;2756;4440;4686;4742;4781;4936;2385 4781	12	0
3180	-1;247;614;1332;1471;2385;2756;4440;4686;4742;4781;4936;2385 4781	13	0
3181	-1;614;1332;1471;2385;2756;4440;4686;4742;4781;4936;2385 4781	12	0
3182	-1;614;1220;1332;1471;2385;2756;4440;4686;4742;4781;2385 4781	12	0
3183	-1;614;1220;1332;1471;2385;2580;2756;4440;4686;4742;4781	12	0
3184	-1;614;1220;1471;2385;2580;2756;3916;4440;4686;4742;4781	12	0
3185	-1;614;1220;1471;2385;2580;2756;3228;4440;4686;4742;4781	12	0
3186	-1;614;1220;1471;2385;2580;2756;3228;4440;4742;4781;7315	12	0
3187	-1;614;1220;1471;2358;2385;2580;2756;3228;4742;4781;7315	12	0
3188	-1;614;1220;2358;2385;2580;2756;3228;4742;4781;7315	11	0
3189	-1;614;1220;1342;2358;2385;2580;2756;3228;4781;7315	11	0
3190	-1;614;1342;2358;2385;2580;2756;3228;4781;5167;7315	11	0
3191	-1;1342;2358;2385;2580;2756;3228;4781;5167;7315	10	0
3192	-1;1342;2358;2385;2580;2756;3228;4424;4781;5167;7315	11	0
3193	-1;1342;2358;2385;2580;2756;3228;4424;4781;5167;6565;7315;4781 6565	13	0
3194	-1;1342;2358;2385;2580;2756;3228;4424;4781;5167;6565;7315;4781 6565	13	0
3195	-1;208;1342;2358;2385;2580;2756;3228;4424;4781;5167;6565;7315;4781 6565	14	0
3196	-1;208;1342;2358;2385;2756;3228;4424;4781;5167;6565;7315;4781 6565	13	0
3197	-1;208;1342;2358;2385;2756;3228;4424;4781;6565;7315;4781 6565	12	0
3198	-1;208;1342;2358;2385;2756;4424;4781;4944;6565;7315;4781 6565	12	0
3199	-1;208;1342;2358;2385;2756;2943;4424;4781;4944;6565;7315;4781 6565	13	0
3200	-1;208;1342;2358;2385;2756;2943;4424;4781;4944;6565;7315;4781 6565	13	0
3201	-1;208;992;1342;2358;2756;2943;4424;4781;4944;6565;7315;4781 6565	13	0
3202	-1;12;992;1342;2358;2756;2943;4424;4781;4944;6565;7315;4781 6565	13	0
3203	-1;12;992;1336;1342;2358;2943;4424;4781;4944;6565;7315;4781 6565	13	0
3204	-1;12;992;1336;1342;2358;2943;3492;4424;4781;4944;6565;7315;4781 6565	14	0
3205	-1;12;992;1336;2358;2943;3492;4424;4781;4841;4944;6565;7315;4781 6565	14	0
3206	-1;12;992;1336;1677;2358;3492;4424;4781;4841;4944;6565;7315;4781 6565	14	0
3207	-1;12;992;1336;1677;2358;3492;4424;4781;4841;4944;6565;7315	13	0
3208	-1;12;992;1677;2358;3492;3633;4424;4781;4841;4944;6565;7315	13	0
3209	-1;12;992;1677;2358;3492;3633;4424;4781;4841;6565;7315	12	0
3210	-1;12;992;1677;2358;3492;3633;4424;4781;4841;6565	11	0
3211	-1;12;992;1677;2358;3492;4424;4781;4841;6565	10	0
3212	-1;12;992;1463;1677;2358;3492;4424;4781;4841;6565	11	0
3213	-1;12;992;1677;2358;3492;4424;4781;4841;6565	10	0
3214	-1;12;992;1677;2358;3492;4313;4424;4781;4841;6565	11	0
3215	-1;12;992;1677;2358;3492;4313;4424;4781;6565	10	0
3216	-1;12;992;1677;2358;3492;4313;4424;4696;4781;6565	11	0
3217	-1;12;815;992;1677;2358;3492;4313;4424;4696;4781;6565	12	0
3218	-1;12;815;992;1677;1789;2358;4313;4424;4696;4781;6565	12	0
3219	-1;12;815;992;1677;1789;2358;3443;4313;4424;4696;6565	12	0
3220	-1;12;362;815;992;1677;1789;2358;3443;4313;4424;4696;6565	13	0
3221	-1;12;362;815;992;1677;1789;2358;3443;4313;4696;6565;6880	13	0
3222	-1;12;362;815;992;1677;2358;3443;4313;4696;6273;6565;6880	13	0
3223	-1;12;362;815;992;1677;2026;2358;3443;4313;4696;6565;6880	13	0
3224	-1;12;362;815;992;1677;2026;2358;4313;4696;6565;6668;6880	13	0
3225	-1;12;362;815;1677;2026;2358;4313;4696;5887;6565;6668;6880	13	0
3226	-1;12;362;815;1677;2026;4313;4696;5887;6565;6668;6880	12	0
3227	-1;12;362;815;1677;2026;4313;4679;4696;5887;6565;6668;6880	13	0
3228	-1;12;362;815;1677;2026;3170;4313;4679;4696;5887;6668;6880	13	0
3229	-1;12;32;362;815;1677;3170;4313;4679;4696;5887;6668;6880	13	0
3230	-1;32;362;815;1677;3170;4313;4679;4696;5887;6668;6880	12	0
3231	-1;32;362;815;1677;3170;3188;4313;4679;5887;6668;6880	12	0
3232	-1;32;362;815;1677;3170;3188;4313;4679;5887;6668;6880	12	0
3233	-1;362;815;1677;3170;3188;4313;4679;5887;6668;6880	11	0
3234	-1;362;815;1677;3170;3188;4313;4679;5882;5887;6668;6880	12	0
3235	-1;362;815;1677;3170;3188;4679;5529;5882;5887;6668;6880	12	0
3236	-1;362;815;1677;3170;3188;4679;5529;5887;6668;6880	11	0
3237	-1;362;815;1677;3170;3188;4679;5529;5887;6880	10	0
3238	-1;362;804;815;1677;3170;3188;4679;5529;5887	10	0
3239	-1;362;815;1677;3170;3188;4679;5529;5887;7298	10	0
3240	-1;362;815;1677;3170;3188;4679;5529;5887;7229;7298	11	0
3241	-1;362;815;1677;3170;3188;4679;4859;5529;7229;7298	11	0
3242	-1;362;815;1677;3170;4679;4859;5529;6839;7229;7298	11	0
3243	-1;362;815;1677;3170;4679;4859;5273;5529;7229;7298	11	0
3244	-1;362;815;1677;3170;3703;4679;4859;5273;7229;7298	11	0
3245	-1;362;815;1677;3170;3703;4679;4859;5273;7229	10	0
3246	-1;362;815;1677;3170;3703;4679;4859;5273;5445;7229	11	0
3247	-1;362;815;1677;3170;4679;4859;5183;5273;5445;7229	11	0
3248	-1;362;815;1677;4679;4859;5183;5273;5445;6363;7229	11	0
3249	-1;362;815;1677;4859;5183;5273;5445;6363;7094;7229	11	0
3250	-1;362;815;1677;2194;4859;5183;5273;5445;6363;7094;7229	12	0
3251	-1;362;815;1677;4859;5183;5273;5445;6363;6553;7094;7229	12	0
3252	-1;815;1677;3450;4859;5183;5273;5445;6363;6553;7094;7229	12	0
3253	-1;815;1677;2065;3450;4859;5183;5273;5445;6363;6553;7094	12	0
3254	-1;815;1677;2065;3450;4650;4859;5273;5445;6363;6553;7094	12	0
3255	-1;815;2065;3450;3968;4650;4859;5273;5445;6363;6553;7094	12	0
3256	-1;815;2065;3450;3696;3968;4650;4859;5273;5445;6363;6553;7094	13	0
3257	-1;815;2065;3450;3696;3968;4650;4859;5273;5414;5445;6363;7094	13	0
3258	-1;815;1111;3450;3696;3968;4650;4859;5273;5414;5445;6363;7094	13	0
3259	-1;815;3450;3696;3968;4650;4859;5273;5414;5445;6363;7094	12	0
3260	-1;815;3450;3624;3696;3968;4650;4859;5273;5414;5445;6363;7094	13	0
3261	-1;815;3450;3624;3696;3968;4650;4859;5273;5414;5445;6363	12	0
3262	-1;815;3450;3624;3696;3968;4650;4859;5273;5414;5445;6363;3696 6363	13	0
3263	-1;815;3450;3624;3696;3968;4650;5273;5414;5445;6363;3696 6363	12	0
3264	-1;815;3450;3624;3696;3968;5273;5414;5445;6363;3696 6363	11	0
3265	-1;2021;3450;3624;3696;3968;5273;5414;5445;6363;3696 6363	11	0
3266	-1;1759;2021;3450;3624;3696;5273;5414;5445;6363;3696 6363	11	0
3267	-1;1759;3450;3624;3696;5273;5414;5445;6363;3696 6363	10	0
3268	-1;1759;3450;3624;3696;5414;5445;6363;3696 6363	9	0
3269	-1;1759;3450;3696;5414;5445;6363;6694;3696 6363	9	0
3270	-1;1759;3450;3696;4764;5414;5445;6363;6694;3696 6363	10	0
3271	-1;1427;1759;3450;3696;4764;5445;6363;6694;3696 6363	10	0
3272	-1;1427;1759;3450;3696;4118;4764;6363;6694;3696 6363	10	0
3273	-1;1427;3450;3696;4118;4764;6363;6694;3696 6363	9	0
3274	-1;3450;3696;4118;4764;6363;6694;3696 6363	8	0
3275	-1;2964;3450;3696;4118;4764;6363;6694;3696 6363	9	0
3276	-1;2964;3696;4118;4764;6363;6694;7123;3696 6363	9	0
3277	-1;2897;2964;3696;4118;6363;6694;7123;3696 6363	9	0
3278	-1;2897;2964;3696;4118;6363;7123;3696 6363	8	0
3279	-1;2008;2897;2964;3696;6363;7123;3696 6363	8	0
3280	-1;2897;2964;3696;6138;6363;7123;3696 6363	8	0
3281	-1;2897;2964;3696;6138;6363;7123	7	0
3282	-1;2897;2964;3696;6138;6363	6	0
3283	-1;2964;3696;6138;6363;6500	6	0
3284	-1;2964;3696;6138;6500;6954	6	0
3285	-1;2964;3696;5449;6138;6500;6954	7	0
3286	-1;2964;4970;5449;6138;6500;6954	7	0
3287	-1;2964;4910;4970;5449;6138;6500;6954	8	0
3288	-1;181;2964;4910;4970;5449;6138;6954	8	0
3289	-1;181;2964;4910;4970;5449;6138;6283;6954	9	0
3290	-1;181;2964;4910;4970;6138;6283;6954	8	0
3291	-1;181;2964;4910;4970;6138;6835;6954	8	0
3292	-1;181;2964;4910;4970;6138;6835	7	0
3293	-1;181;2964;4910;4970;6835	6	0
3294	-1;181;4874;4910;4970;6835	6	0
3295	-1;181;4127;4910;4970;6835	6	0
3296	-1;181;4910;4970;6835;6839	6	0
3297	-1;181;2950;4910;4970;6835;6839	7	0
3298	-1;117;181;2950;4910;4970;6835	7	0
3299	-1;117;181;2950;3753;4910;4970;6835	8	0
3300	-1;117;181;2950;3015;3753;4910;4970;6835	9	0
3301	-1;117;2950;3015;3753;4090;4910;4970;6835	9	0
3302	-1;117;2950;3015;3753;4090;4910;4970	8	0
3303	-1;117;1064;3015;3753;4090;4910;4970	8	0
3304	-1;117;1064;3015;3753;4090;4910;4970	8	0
3305	-1;117;1064;3015;3753;4090;4910;4970	8	0
3306	-1;1064;3015;3753;4090;4910;4970	7	0
3307	-1;1064;3015;3753;4910;4970;5174	7	0
3308	-1;1064;3015;4910;4970;5174;7019	7	0
3309	-1;1064;1831;3015;4910;4970;5174	7	0
3310	-1;1064;1831;3015;4910;4970;5848	7	0
3311	-1;1064;1831;3015;3100;4910;4970;5848	8	0
3312	-1;1831;3015;3100;4910;4970;5848	7	0
3313	-1;1831;3015;3100;4910;4970	6	0
